city,state_code,normalized_city
Halifax,PA,HALIFAX
Hallstead,PA,HALLSTEAD
Hamburg,PA,HAMBURG
Hamilton,PA,HAMILTON
Hamlin,PA,HAMLIN
Hannastown,PA,HANNASTOWN
Hanover,PA,HANOVER
Harborcreek,PA,HARBORCREEK
Harford,PA,HARFORD
Harleigh,PA,HARLEIGH
Harleysville,PA,HARLEYSVILLE
Harmonsburg,PA,HARMONSBURG
Harmony,PA,HARMONY
Harrisburg,PA,HARRISBURG
Harrison City,PA,HARRISON CITY
Harrison Valley,PA,HARRISON VALLEY
Harrisonville,PA,HARRISONVILLE
Harrisville,PA,HARRISVILLE
Hartleton,PA,HARTLETON
Hartstown,PA,HARTSTOWN
Harveys Lake,PA,HARVEYS LAKE
Harwick,PA,HARWICK
Hastings,PA,HASTINGS
Hatboro,PA,HATBORO
Hatfield,PA,HATFIELD
Haverford,PA,HAVERFORD
Havertown,PA,HAVERTOWN
Hawk Run,PA,HAWK RUN
Hawley,PA,HAWLEY
Hawthorn,PA,HAWTHORN
Hazel Hurst,PA,HAZEL HURST
Hazleton,PA,HAZLETON
Hegins,PA,HEGINS
Heilwood,PA,HEILWOOD
Hellertown,PA,HELLERTOWN
Hendersonville,PA,HENDERSONVILLE
Henryville,PA,HENRYVILLE
Hereford,PA,HEREFORD
Herman,PA,HERMAN
Herminie,PA,HERMINIE
Hermitage,PA,HERMITAGE
Herndon,PA,HERNDON
Herrick Center,PA,HERRICK CENTER
Hershey,PA,HERSHEY
Hesston,PA,HESSTON
Hibbs,PA,HIBBS
Hickory,PA,HICKORY
Hidden Valley,PA,HIDDEN VALLEY
Highspire,PA,HIGHSPIRE
Hiller,PA,HILLER
Hilliards,PA,HILLIARDS
Hillsdale,PA,HILLSDALE
Hillsgrove,PA,HILLSGROVE
Hillsville,PA,HILLSVILLE
Hilltown,PA,HILLTOWN
Holbrook,PA,HOLBROOK
Holicong,PA,HOLICONG
Hollidaysburg,PA,HOLLIDAYSBURG
Hollsopple,PA,HOLLSOPPLE
Holmes,PA,HOLMES
Holtwood,PA,HOLTWOOD
Home,PA,HOME
Homer City,PA,HOMER CITY
Homestead,PA,HOMESTEAD
Honesdale,PA,HONESDALE
Honey Brook,PA,HONEY BROOK
Honey Grove,PA,HONEY GROVE
Hookstown,PA,HOOKSTOWN
Hooversville,PA,HOOVERSVILLE
Hop Bottom,PA,HOP BOTTOM
Hopeland,PA,HOPELAND
Hopewell,PA,HOPEWELL
Hopwood,PA,HOPWOOD
Horsham,PA,HORSHAM
Hostetter,PA,HOSTETTER
Houston,PA,HOUSTON
Houtzdale,PA,HOUTZDALE
Howard,PA,HOWARD
Hughesville,PA,HUGHESVILLE
Hummels Wharf,PA,HUMMELS WHARF
Hummelstown,PA,HUMMELSTOWN
Hunker,PA,HUNKER
Hunlock Creek,PA,HUNLOCK CREEK
Huntingdon,PA,HUNTINGDON
Huntingdon Valley,PA,HUNTINGDON VALLEY
Huntington Mills,PA,HUNTINGTON MILLS
Hustontown,PA,HUSTONTOWN
Hutchinson,PA,HUTCHINSON
Hyde,PA,HYDE
Hyde Park,PA,HYDE PARK
Hydetown,PA,HYDETOWN
Hyndman,PA,HYNDMAN
Ickesburg,PA,ICKESBURG
Idaville,PA,IDAVILLE
Imler,PA,IMLER
Immaculata,PA,IMMACULATA
Imperial,PA,IMPERIAL
Indian Head,PA,INDIAN HEAD
Indiana,PA,INDIANA
Indianola,PA,INDIANOLA
Industry,PA,INDUSTRY
Ingomar,PA,INGOMAR
Intercourse,PA,INTERCOURSE
Irvine,PA,IRVINE
Irvona,PA,IRVONA
Irwin,PA,IRWIN
Isabella,PA,ISABELLA
Jackson,PA,JACKSON
Jackson Center,PA,JACKSON CENTER
Jacobs Creek,PA,JACOBS CREEK
James City,PA,JAMES CITY
James Creek,PA,JAMES CREEK
Jamestown,PA,JAMESTOWN
Jamison,PA,JAMISON
Jeannette,PA,JEANNETTE
Jefferson,PA,JEFFERSON
Jenkintown,PA,JENKINTOWN
Jenners,PA,JENNERS
Jennerstown,PA,JENNERSTOWN
Jermyn,PA,JERMYN
Jerome,PA,JEROME
Jersey Mills,PA,JERSEY MILLS
Jersey Shore,PA,JERSEY SHORE
Jessup,PA,JESSUP
Jim Thorpe,PA,JIM THORPE
Joffre,PA,JOFFRE
Johnsonburg,PA,JOHNSONBURG
Johnstown,PA,JOHNSTOWN
Jones Mills,PA,JONES MILLS
Jonestown,PA,JONESTOWN
Josephine,PA,JOSEPHINE
Julian,PA,JULIAN
Junedale,PA,JUNEDALE
Kane,PA,KANE
Kantner,PA,KANTNER
Karns City,PA,KARNS CITY
Karthaus,PA,KARTHAUS
Keisterville,PA,KEISTERVILLE
Kelayres,PA,KELAYRES
Kelton,PA,KELTON
Kemblesville,PA,KEMBLESVILLE
Kempton,PA,KEMPTON
Kennerdell,PA,KENNERDELL
Kennett Square,PA,KENNETT SQUARE
Kent,PA,KENT
Kersey,PA,KERSEY
Kimberton,PA,KIMBERTON
King Of Prussia,PA,KING OF PRUSSIA
Kingsley,PA,KINGSLEY
Kingston,PA,KINGSTON
Kintnersville,PA,KINTNERSVILLE
Kinzers,PA,KINZERS
Kirkwood,PA,KIRKWOOD
Kittanning,PA,KITTANNING
Kleinfeltersville,PA,KLEINFELTERSVILLE
Klingerstown,PA,KLINGERSTOWN
Knox,PA,KNOX
Knox Dale,PA,KNOX DALE
Knoxville,PA,KNOXVILLE
Koppel,PA,KOPPEL
Kossuth,PA,KOSSUTH
Kreamer,PA,KREAMER
Kresgeville,PA,KRESGEVILLE
Kulpmont,PA,KULPMONT
Kulpsville,PA,KULPSVILLE
Kunkletown,PA,KUNKLETOWN
Kutztown,PA,KUTZTOWN
Kylertown,PA,KYLERTOWN
La Belle,PA,LA BELLE
La Jose,PA,LA JOSE
La Plume,PA,LA PLUME
Laceyville,PA,LACEYVILLE
Lackawaxen,PA,LACKAWAXEN
Lafayette Hill,PA,LAFAYETTE HILL
Lahaska,PA,LAHASKA
Lairdsville,PA,LAIRDSVILLE
Lake Ariel,PA,LAKE ARIEL
Lake City,PA,LAKE CITY
Lake Como,PA,LAKE COMO
Lake Harmony,PA,LAKE HARMONY
Lake Lynn,PA,LAKE LYNN
Lake Winola,PA,LAKE WINOLA
Lakeville,PA,LAKEVILLE
Lakewood,PA,LAKEWOOD
Lamar,PA,LAMAR
Lamartine,PA,LAMARTINE
Lampeter,PA,LAMPETER
Lancaster,PA,LANCASTER
Landenberg,PA,LANDENBERG
Landingville,PA,LANDINGVILLE
Landisburg,PA,LANDISBURG
Landisville,PA,LANDISVILLE
Lanesboro,PA,LANESBORO
Langeloth,PA,LANGELOTH
Langhorne,PA,LANGHORNE
Lansdale,PA,LANSDALE
Lansdowne,PA,LANSDOWNE
Lanse,PA,LANSE
Lansford,PA,LANSFORD
Laporte,PA,LAPORTE
Larimer,PA,LARIMER
Latrobe,PA,LATROBE
Lattimer Mines,PA,LATTIMER MINES
Laughlintown,PA,LAUGHLINTOWN
Laurelton,PA,LAURELTON
Laurys Station,PA,LAURYS STATION
Lavelle,PA,LAVELLE
Lawn,PA,LAWN
Lawrence,PA,LAWRENCE
Lawrenceville,PA,LAWRENCEVILLE
Lawton,PA,LAWTON
Le Raysville,PA,LE RAYSVILLE
Lebanon,PA,LEBANON
Leck Kill,PA,LECK KILL
Leckrone,PA,LECKRONE
Lecontes Mills,PA,LECONTES MILLS
Lederach,PA,LEDERACH
Leechburg,PA,LEECHBURG
Leeper,PA,LEEPER
Leesport,PA,LEESPORT
Leetsdale,PA,LEETSDALE
Lehigh Valley,PA,LEHIGH VALLEY
Lehighton,PA,LEHIGHTON
Lehman,PA,LEHMAN
Leisenring,PA,LEISENRING
Lemasters,PA,LEMASTERS
Lemont,PA,LEMONT
Lemont Furnace,PA,LEMONT FURNACE
Lemoyne,PA,LEMOYNE
Lenhartsville,PA,LENHARTSVILLE
Lenni,PA,LENNI
Lenoxville,PA,LENOXVILLE
Leola,PA,LEOLA
Levittown,PA,LEVITTOWN
Lewis Run,PA,LEWIS RUN
Lewisberry,PA,LEWISBERRY
Lewisburg,PA,LEWISBURG
Lewistown,PA,LEWISTOWN
Lewisville,PA,LEWISVILLE
Liberty,PA,LIBERTY
Lickingville,PA,LICKINGVILLE
Lightstreet,PA,LIGHTSTREET
Ligonier,PA,LIGONIER
Lilly,PA,LILLY
Limekiln,PA,LIMEKILN
Limeport,PA,LIMEPORT
Limestone,PA,LIMESTONE
Lincoln University,PA,LINCOLN UNIVERSITY
Linden,PA,LINDEN
Line Lexington,PA,LINE LEXINGTON
Linesville,PA,LINESVILLE
Lionville,PA,LIONVILLE
Listie,PA,LISTIE
Lititz,PA,LITITZ
Little Meadows,PA,LITTLE MEADOWS
Littlestown,PA,LITTLESTOWN
Liverpool,PA,LIVERPOOL
Llewellyn,PA,LLEWELLYN
Lock Haven,PA,LOCK HAVEN
Locust Gap,PA,LOCUST GAP
Locustdale,PA,LOCUSTDALE
Loganton,PA,LOGANTON
Loganville,PA,LOGANVILLE
Long Pond,PA,LONG POND
Lopez,PA,LOPEZ
Loretto,PA,LORETTO
Lost Creek,PA,LOST CREEK
Lowber,PA,LOWBER
Loyalhanna,PA,LOYALHANNA
Loysburg,PA,LOYSBURG
Loysville,PA,LOYSVILLE
Lucernemines,PA,LUCERNEMINES
Lucinda,PA,LUCINDA
Ludlow,PA,LUDLOW
Lumberville,PA,LUMBERVILLE
Lurgan,PA,LURGAN
Luthersburg,PA,LUTHERSBURG
Luxor,PA,LUXOR
Luzerne,PA,LUZERNE
Lykens,PA,LYKENS
Lyndell,PA,LYNDELL
Lyndora,PA,LYNDORA
Lyon Station,PA,LYON STATION
Mackeyville,PA,MACKEYVILLE
Macungie,PA,MACUNGIE
Madera,PA,MADERA
Madison,PA,MADISON
Madisonburg,PA,MADISONBURG
Mahaffey,PA,MAHAFFEY
Mahanoy City,PA,MAHANOY CITY
Mahanoy Plane,PA,MAHANOY PLANE
Mainesburg,PA,MAINESBURG
Mainland,PA,MAINLAND
Malvern,PA,MALVERN
Mammoth,PA,MAMMOTH
Manchester,PA,MANCHESTER
Manheim,PA,MANHEIM
Manns Choice,PA,MANNS CHOICE
Manor,PA,MANOR
Manorville,PA,MANORVILLE
Mansfield,PA,MANSFIELD
Mapleton Depot,PA,MAPLETON DEPOT
Mar Lin,PA,MAR LIN
Marble,PA,MARBLE
Marchand,PA,MARCHAND
Marcus Hook,PA,MARCUS HOOK
Marianna,PA,MARIANNA
Marienville,PA,MARIENVILLE
Marietta,PA,MARIETTA
Marion,PA,MARION
Marion Center,PA,MARION CENTER
Marion Heights,PA,MARION HEIGHTS
Markleton,PA,MARKLETON
Markleysburg,PA,MARKLEYSBURG
Mars,PA,MARS
Marshalls Creek,PA,MARSHALLS CREEK
Marsteller,PA,MARSTELLER
Martin,PA,MARTIN
Martindale,PA,MARTINDALE
Martins Creek,PA,MARTINS CREEK
Martinsburg,PA,MARTINSBURG
Mary D,PA,MARY D
Marysville,PA,MARYSVILLE
Masontown,PA,MASONTOWN
Matamoras,PA,MATAMORAS
Mather,PA,MATHER
Mattawana,PA,MATTAWANA
Maxatawny,PA,MAXATAWNY
Mayport,PA,MAYPORT
Maytown,PA,MAYTOWN
Mc Alisterville,PA,MC ALISTERVILLE
Mc Clellandtown,PA,MC CLELLANDTOWN
Mc Clure,PA,MC CLURE
Mc Connellsburg,PA,MC CONNELLSBURG
Mc Connellstown,PA,MC CONNELLSTOWN
Mc Donald,PA,MC DONALD
Mc Elhattan,PA,MC ELHATTAN
Mc Ewensville,PA,MC EWENSVILLE
Mc Grann,PA,MC GRANN
Mc Intyre,PA,MC INTYRE
Mc Kean,PA,MC KEAN
Mc Kees Rocks,PA,MC KEES ROCKS
Mc Knightstown,PA,MC KNIGHTSTOWN
Mc Sherrystown,PA,MC SHERRYSTOWN
Mc Veytown,PA,MC VEYTOWN
Mcadoo,PA,MCADOO
Mckeesport,PA,MCKEESPORT
Meadow Lands,PA,MEADOW LANDS
Meadville,PA,MEADVILLE
Mechanicsburg,PA,MECHANICSBURG
Mechanicsville,PA,MECHANICSVILLE
Media,PA,MEDIA
Mehoopany,PA,MEHOOPANY
Melcroft,PA,MELCROFT
Mendenhall,PA,MENDENHALL
Mentcle,PA,MENTCLE
Mercer,PA,MERCER
Mercersburg,PA,MERCERSBURG
Merion Station,PA,MERION STATION
Merrittstown,PA,MERRITTSTOWN
Mertztown,PA,MERTZTOWN
Meshoppen,PA,MESHOPPEN
Mexico,PA,MEXICO
Meyersdale,PA,MEYERSDALE
Middleburg,PA,MIDDLEBURG
Middlebury Center,PA,MIDDLEBURY CENTER
Middleport,PA,MIDDLEPORT
Middletown,PA,MIDDLETOWN
Midland,PA,MIDLAND
Midway,PA,MIDWAY
Mifflin,PA,MIFFLIN
Mifflinburg,PA,MIFFLINBURG
Mifflintown,PA,MIFFLINTOWN
Mifflinville,PA,MIFFLINVILLE
Milan,PA,MILAN
Milanville,PA,MILANVILLE
Mildred,PA,MILDRED
Milesburg,PA,MILESBURG
Milford,PA,MILFORD
Milford Square,PA,MILFORD SQUARE
Mill Creek,PA,MILL CREEK
Mill Hall,PA,MILL HALL
Mill Run,PA,MILL RUN
Mill Village,PA,MILL VILLAGE
Millersburg,PA,MILLERSBURG
Millerstown,PA,MILLERSTOWN
Millersville,PA,MILLERSVILLE
Millerton,PA,MILLERTON
Millheim,PA,MILLHEIM
Millmont,PA,MILLMONT
Millrift,PA,MILLRIFT
Mills,PA,MILLS
Millsboro,PA,MILLSBORO
Millville,PA,MILLVILLE
Milnesville,PA,MILNESVILLE
Milroy,PA,MILROY
Milton,PA,MILTON
Mineral Point,PA,MINERAL POINT
Mineral Springs,PA,MINERAL SPRINGS
Minersville,PA,MINERSVILLE
Mingoville,PA,MINGOVILLE
Minisink Hills,PA,MINISINK HILLS
Modena,PA,MODENA
Mohnton,PA,MOHNTON
Mohrsville,PA,MOHRSVILLE
Monaca,PA,MONACA
Monessen,PA,MONESSEN
Monocacy Station,PA,MONOCACY STATION
Monongahela,PA,MONONGAHELA
Monroeton,PA,MONROETON
Monroeville,PA,MONROEVILLE
Mont Alto,PA,MONT ALTO
Mont Clare,PA,MONT CLARE
Montandon,PA,MONTANDON
Montgomery,PA,MONTGOMERY
Montgomeryville,PA,MONTGOMERYVILLE
Montoursville,PA,MONTOURSVILLE
Montrose,PA,MONTROSE
Moosic,PA,MOOSIC
Morann,PA,MORANN
Morgan,PA,MORGAN
Morgantown,PA,MORGANTOWN
Morris,PA,MORRIS
Morris Run,PA,MORRIS RUN
Morrisdale,PA,MORRISDALE
Morrisville,PA,MORRISVILLE
Morton,PA,MORTON
Moscow,PA,MOSCOW
Moshannon,PA,MOSHANNON
Mount Aetna,PA,MOUNT AETNA
Mount Bethel,PA,MOUNT BETHEL
Mount Braddock,PA,MOUNT BRADDOCK
Mount Carmel,PA,MOUNT CARMEL
Mount Gretna,PA,MOUNT GRETNA
Mount Holly Springs,PA,MOUNT HOLLY SPRINGS
Mount Jewett,PA,MOUNT JEWETT
Mount Joy,PA,MOUNT JOY
Mount Morris,PA,MOUNT MORRIS
Mount Pleasant,PA,MOUNT PLEASANT
Mount Pleasant Mills,PA,MOUNT PLEASANT MILLS
Mount Pocono,PA,MOUNT POCONO
Mount Union,PA,MOUNT UNION
Mount Wolf,PA,MOUNT WOLF
Mountain Top,PA,MOUNTAIN TOP
Mountainhome,PA,MOUNTAINHOME
Mountville,PA,MOUNTVILLE
Muir,PA,MUIR
Muncy,PA,MUNCY
Muncy Valley,PA,MUNCY VALLEY
Munson,PA,MUNSON
Murrysville,PA,MURRYSVILLE
Muse,PA,MUSE
Myerstown,PA,MYERSTOWN
Nanticoke,PA,NANTICOKE
Nanty Glo,PA,NANTY GLO
Narberth,PA,NARBERTH
Narvon,PA,NARVON
Natrona Heights,PA,NATRONA HEIGHTS
Nazareth,PA,NAZARETH
Needmore,PA,NEEDMORE
Neelyton,PA,NEELYTON
Neffs,PA,NEFFS
Nelson,PA,NELSON
Nemacolin,PA,NEMACOLIN
Nescopeck,PA,NESCOPECK
Nesquehoning,PA,NESQUEHONING
New Albany,PA,NEW ALBANY
New Alexandria,PA,NEW ALEXANDRIA
New Baltimore,PA,NEW BALTIMORE
New Bedford,PA,NEW BEDFORD
New Berlin,PA,NEW BERLIN
New Berlinville,PA,NEW BERLINVILLE
New Bethlehem,PA,NEW BETHLEHEM
New Bloomfield,PA,NEW BLOOMFIELD
New Brighton,PA,NEW BRIGHTON
New Buffalo,PA,NEW BUFFALO
New Castle,PA,NEW CASTLE
New Columbia,PA,NEW COLUMBIA
New Cumberland,PA,NEW CUMBERLAND
New Derry,PA,NEW DERRY
New Eagle,PA,NEW EAGLE
New Enterprise,PA,NEW ENTERPRISE
New Florence,PA,NEW FLORENCE
New Freedom,PA,NEW FREEDOM
New Freeport,PA,NEW FREEPORT
New Galilee,PA,NEW GALILEE
New Geneva,PA,NEW GENEVA
New Germantown,PA,NEW GERMANTOWN
New Holland,PA,NEW HOLLAND
New Hope,PA,NEW HOPE
New Kensington,PA,NEW KENSINGTON
New Kingstown,PA,NEW KINGSTOWN
New London,PA,NEW LONDON
New Milford,PA,NEW MILFORD
New Millport,PA,NEW MILLPORT
New Oxford,PA,NEW OXFORD
New Paris,PA,NEW PARIS
New Park,PA,NEW PARK
New Philadelphia,PA,NEW PHILADELPHIA
New Providence,PA,NEW PROVIDENCE
New Ringgold,PA,NEW RINGGOLD
New Salem,PA,NEW SALEM
New Stanton,PA,NEW STANTON
New Tripoli,PA,NEW TRIPOLI
New Wilmington,PA,NEW WILMINGTON
Newburg,PA,NEWBURG
Newell,PA,NEWELL
Newfoundland,PA,NEWFOUNDLAND
Newmanstown,PA,NEWMANSTOWN
Newport,PA,NEWPORT
Newry,PA,NEWRY
Newton Hamilton,PA,NEWTON HAMILTON
Newtown,PA,NEWTOWN
Newtown Square,PA,NEWTOWN SQUARE
Newville,PA,NEWVILLE
Nicholson,PA,NICHOLSON
Nicktown,PA,NICKTOWN
Nineveh,PA,NINEVEH
Normalville,PA,NORMALVILLE
Norristown,PA,NORRISTOWN
North Apollo,PA,NORTH APOLLO
North Bend,PA,NORTH BEND
North East,PA,NORTH EAST
North Springfield,PA,NORTH SPRINGFIELD
North Versailles,PA,NORTH VERSAILLES
North Wales,PA,NORTH WALES
North Washington,PA,NORTH WASHINGTON
Northampton,PA,NORTHAMPTON
Northern Cambria,PA,NORTHERN CAMBRIA
Northpoint,PA,NORTHPOINT
Northumberland,PA,NORTHUMBERLAND
Norvelt,PA,NORVELT
Norwood,PA,NORWOOD
Nottingham,PA,NOTTINGHAM
Noxen,PA,NOXEN
Nu Mine,PA,NU MINE
Numidia,PA,NUMIDIA
Nuremberg,PA,NUREMBERG
Oak Ridge,PA,OAK RIDGE
Oakdale,PA,OAKDALE
Oakland Mills,PA,OAKLAND MILLS
Oakmont,PA,OAKMONT
Oaks,PA,OAKS
Ohiopyle,PA,OHIOPYLE
Oil City,PA,OIL CITY
Olanta,PA,OLANTA
Old Forge,PA,OLD FORGE
Old Zionsville,PA,OLD ZIONSVILLE
Oley,PA,OLEY
Oliveburg,PA,OLIVEBURG
Oliver,PA,OLIVER
Olyphant,PA,OLYPHANT
Oneida,PA,ONEIDA
Ono,PA,ONO
Orangeville,PA,ORANGEVILLE
Orbisonia,PA,ORBISONIA
Orefield,PA,OREFIELD
Oreland,PA,ORELAND
Orrstown,PA,ORRSTOWN
Orrtanna,PA,ORRTANNA
Orson,PA,ORSON
Orviston,PA,ORVISTON
Orwigsburg,PA,ORWIGSBURG
Osceola,PA,OSCEOLA
Osceola Mills,PA,OSCEOLA MILLS
Osterburg,PA,OSTERBURG
Ottsville,PA,OTTSVILLE
Oxford,PA,OXFORD
Palm,PA,PALM
Palmerton,PA,PALMERTON
Palmyra,PA,PALMYRA
Paoli,PA,PAOLI
Paradise,PA,PARADISE
Parker,PA,PARKER
Parker Ford,PA,PARKER FORD
Parkesburg,PA,PARKESBURG
Parkhill,PA,PARKHILL
Parryville,PA,PARRYVILLE
Patton,PA,PATTON
Paupack,PA,PAUPACK
Paxinos,PA,PAXINOS
Paxtonville,PA,PAXTONVILLE
Peach Bottom,PA,PEACH BOTTOM
Peach Glen,PA,PEACH GLEN
Peckville,PA,PECKVILLE
Pen Argyl,PA,PEN ARGYL
Penfield,PA,PENFIELD
Penn,PA,PENN
Penn Run,PA,PENN RUN
Penns Creek,PA,PENNS CREEK
Penns Park,PA,PENNS PARK
Pennsburg,PA,PENNSBURG
Pennsylvania Furnace,PA,PENNSYLVANIA FURNACE
Penryn,PA,PENRYN
Pequea,PA,PEQUEA
Perkasie,PA,PERKASIE
Perkiomenville,PA,PERKIOMENVILLE
Perryopolis,PA,PERRYOPOLIS
Petersburg,PA,PETERSBURG
Petrolia,PA,PETROLIA
Philadelphia,PA,PHILADELPHIA
Philipsburg,PA,PHILIPSBURG
Phoenixville,PA,PHOENIXVILLE
Picture Rocks,PA,PICTURE ROCKS
Pillow,PA,PILLOW
Pine Forge,PA,PINE FORGE
Pine Grove,PA,PINE GROVE
Pine Grove Mills,PA,PINE GROVE MILLS
Pineville,PA,PINEVILLE
Pipersville,PA,PIPERSVILLE
Pitcairn,PA,PITCAIRN
Pitman,PA,PITMAN
Pittsburgh,PA,PITTSBURGH
Pittsfield,PA,PITTSFIELD
Pittston,PA,PITTSTON
Plainfield,PA,PLAINFIELD
Pleasant Hall,PA,PLEASANT HALL
Pleasant Mount,PA,PLEASANT MOUNT
Pleasant Unity,PA,PLEASANT UNITY
Pleasantville,PA,PLEASANTVILLE
Plumsteadville,PA,PLUMSTEADVILLE
Plumville,PA,PLUMVILLE
Plymouth,PA,PLYMOUTH
Plymouth Meeting,PA,PLYMOUTH MEETING
Pocono Lake,PA,POCONO LAKE
Pocono Lake Preserve,PA,POCONO LAKE PRESERVE
Pocono Manor,PA,POCONO MANOR
Pocono Pines,PA,POCONO PINES
Pocono Summit,PA,POCONO SUMMIT
Pocopson,PA,POCOPSON
Point Marion,PA,POINT MARION
Point Pleasant,PA,POINT PLEASANT
Polk,PA,POLK
Pomeroy,PA,POMEROY
Port Allegany,PA,PORT ALLEGANY
Port Carbon,PA,PORT CARBON
Port Clinton,PA,PORT CLINTON
Port Matilda,PA,PORT MATILDA
Port Royal,PA,PORT ROYAL
Port Trevorton,PA,PORT TREVORTON
Portage,PA,PORTAGE
Porters Sideling,PA,PORTERS SIDELING
Portersville,PA,PORTERSVILLE
Portland,PA,PORTLAND
Pottersdale,PA,POTTERSDALE
Potts Grove,PA,POTTS GROVE
Pottstown,PA,POTTSTOWN
Pottsville,PA,POTTSVILLE
Poyntelle,PA,POYNTELLE
Presto,PA,PRESTO
Preston Park,PA,PRESTON PARK
Pricedale,PA,PRICEDALE
Prompton,PA,PROMPTON
Prospect,PA,PROSPECT
Prospect Park,PA,PROSPECT PARK
Prosperity,PA,PROSPERITY
Pulaski,PA,PULASKI
Punxsutawney,PA,PUNXSUTAWNEY
Quakake,PA,QUAKAKE
Quakertown,PA,QUAKERTOWN
Quarryville,PA,QUARRYVILLE
Quecreek,PA,QUECREEK
Queen,PA,QUEEN
Quentin,PA,QUENTIN
Quincy,PA,QUINCY
Railroad,PA,RAILROAD
Ralston,PA,RALSTON
Ramey,PA,RAMEY
Ransom,PA,RANSOM
Ravine,PA,RAVINE
Reading,PA,READING
Reamstown,PA,REAMSTOWN
Rebersburg,PA,REBERSBURG
Rebuck,PA,REBUCK
Rector,PA,RECTOR
Red Hill,PA,RED HILL
Red Lion,PA,RED LION
Reeders,PA,REEDERS
Reedsville,PA,REEDSVILLE
Refton,PA,REFTON
Rehrersburg,PA,REHRERSBURG
Reinholds,PA,REINHOLDS
Renfrew,PA,RENFREW
Reno,PA,RENO
Renovo,PA,RENOVO
Republic,PA,REPUBLIC
Revere,PA,REVERE
Revloc,PA,REVLOC
Rew,PA,REW
Rexmont,PA,REXMONT
Reynoldsville,PA,REYNOLDSVILLE
Rheems,PA,RHEEMS
Rices Landing,PA,RICES LANDING
Riceville,PA,RICEVILLE
Richboro,PA,RICHBORO
Richeyville,PA,RICHEYVILLE
Richfield,PA,RICHFIELD
Richland,PA,RICHLAND
Richlandtown,PA,RICHLANDTOWN
Riddlesburg,PA,RIDDLESBURG
Ridgway,PA,RIDGWAY
Ridley Park,PA,RIDLEY PARK
Riegelsville,PA,RIEGELSVILLE
Rillton,PA,RILLTON
Rimersburg,PA,RIMERSBURG
Ringgold,PA,RINGGOLD
Ringtown,PA,RINGTOWN
Riverside,PA,RIVERSIDE
Rixford,PA,RIXFORD
Roaring Branch,PA,ROARING BRANCH
Roaring Spring,PA,ROARING SPRING
Robertsdale,PA,ROBERTSDALE
Robesonia,PA,ROBESONIA
Robinson,PA,ROBINSON
Rochester,PA,ROCHESTER
Rochester Mills,PA,ROCHESTER MILLS
Rock Glen,PA,ROCK GLEN
Rockhill Furnace,PA,ROCKHILL FURNACE
Rockton,PA,ROCKTON
Rockwood,PA,ROCKWOOD
Rogersville,PA,ROGERSVILLE
Rome,PA,ROME
Ronco,PA,RONCO
Ronks,PA,RONKS
Roscoe,PA,ROSCOE
Rossiter,PA,ROSSITER
Rossville,PA,ROSSVILLE
Roulette,PA,ROULETTE
Rouseville,PA,ROUSEVILLE
Rouzerville,PA,ROUZERVILLE
Rowland,PA,ROWLAND
Roxbury,PA,ROXBURY
Royersford,PA,ROYERSFORD
Ruffs Dale,PA,RUFFS DALE
Rural Ridge,PA,RURAL RIDGE
Rural Valley,PA,RURAL VALLEY
Rushland,PA,RUSHLAND
Russell,PA,RUSSELL
Russellton,PA,RUSSELLTON
Sabinsville,PA,SABINSVILLE
Sacramento,PA,SACRAMENTO
Sadsburyville,PA,SADSBURYVILLE
Saegertown,PA,SAEGERTOWN
Sagamore,PA,SAGAMORE
Saint Benedict,PA,SAINT BENEDICT
Saint Boniface,PA,SAINT BONIFACE
Saint Clair,PA,SAINT CLAIR
Saint Johns,PA,SAINT JOHNS
Saint Marys,PA,SAINT MARYS
Saint Michael,PA,SAINT MICHAEL
Saint Peters,PA,SAINT PETERS
Saint Petersburg,PA,SAINT PETERSBURG
Saint Thomas,PA,SAINT THOMAS
Salford,PA,SALFORD
Salfordville,PA,SALFORDVILLE
Salina,PA,SALINA
Salisbury,PA,SALISBURY
Salix,PA,SALIX
Salona,PA,SALONA
Saltillo,PA,SALTILLO
Saltsburg,PA,SALTSBURG
Sandy Lake,PA,SANDY LAKE
Sandy Ridge,PA,SANDY RIDGE
Sarver,PA,SARVER
Sassamansville,PA,SASSAMANSVILLE
Saxonburg,PA,SAXONBURG
Saxton,PA,SAXTON
Saylorsburg,PA,SAYLORSBURG
Sayre,PA,SAYRE
Scenery Hill,PA,SCENERY HILL
Schaefferstown,PA,SCHAEFFERSTOWN
Schellsburg,PA,SCHELLSBURG
Schenley,PA,SCHENLEY
Schnecksville,PA,SCHNECKSVILLE
Schuylkill Haven,PA,SCHUYLKILL HAVEN
Schwenksville,PA,SCHWENKSVILLE
Sciota,PA,SCIOTA
Scotland,PA,SCOTLAND
Scotrun,PA,SCOTRUN
Scottdale,PA,SCOTTDALE
Scranton,PA,SCRANTON
Seanor,PA,SEANOR
Selinsgrove,PA,SELINSGROVE
Sellersville,PA,SELLERSVILLE
Seltzer,PA,SELTZER
Seminole,PA,SEMINOLE
Seneca,PA,SENECA
Seven Valleys,PA,SEVEN VALLEYS
Seward,PA,SEWARD
Sewickley,PA,SEWICKLEY
Shade Gap,PA,SHADE GAP
Shady Grove,PA,SHADY GROVE
Shamokin,PA,SHAMOKIN
Shamokin Dam,PA,SHAMOKIN DAM
Shanksville,PA,SHANKSVILLE
Sharon,PA,SHARON
